,i,vehicle_id,manufacturer_id,zipcode,timestamp,latlon,dist,seconds,co2_grams,total_dist,total_seconds,total_co2_grams,timestamp_tripstart,avg_kmperhour,avg_co2perkm,trip_id
27,27,V37335728,V11338,10963,2021-08-19 22:07:30,"(52.4930094, 13.3795211)",0.03,8.0,0.36,0.58,134.0,27.0,2021-08-19 22:05:16,15.582089552238804,46.55172413793104,4
28,28,V37335728,V11338,10963,2021-08-19 22:07:48,"(52.4934412, 13.3795529)",0.05,18.0,0.6,0.63,152.0,28.0,2021-08-19 22:05:16,14.921052631578947,44.44444444444444,4
29,29,V37335728,V11338,10963,2021-08-19 22:08:09,"(52.4938149, 13.3795764)",0.04,21.0,0.32,0.67,173.0,28.0,2021-08-19 22:05:16,13.94219653179191,41.7910447761194,4
30,30,V37335728,V11338,10963,2021-08-19 22:08:15,"(52.4938682, 13.3795807)",0.01,6.0,0.07,0.68,179.0,28.0,2021-08-19 22:05:16,13.675977653631286,41.17647058823529,4
31,31,V37335728,V11338,10963,2021-08-19 22:08:45,"(52.4943039, 13.3796204)",0.05,30.0,0.3,0.73,209.0,28.0,2021-08-19 22:05:16,12.574162679425838,38.35616438356165,4
32,32,V37335728,V11338,10963,2021-08-19 22:08:50,"(52.4944116, 13.379628)",0.01,5.0,0.06,0.74,214.0,28.0,2021-08-19 22:05:16,12.448598130841122,37.83783783783784,4
33,33,V37335728,V11338,10963,2021-08-19 22:09:08,"(52.4945998, 13.3796387)",0.02,18.0,0.14,0.76,232.0,28.0,2021-08-19 22:05:16,11.793103448275863,36.8421052631579,4
34,34,V37335728,V11338,10963,2021-08-19 22:09:56,"(52.4949699, 13.3796688)",0.04,48.0,0.32,0.8,280.0,28.0,2021-08-19 22:05:16,10.285714285714286,35.0,4
35,35,V37335728,V11338,10963,2021-08-19 22:10:44,"(52.495319, 13.3796912)",0.04,48.0,0.36,0.84,328.0,28.0,2021-08-19 22:05:16,9.21951219512195,33.333333333333336,4
36,36,V37335728,V11338,10963,2021-08-19 22:11:44,"(52.4957515, 13.3797246)",0.05,60.0,0.45,0.89,388.0,28.0,2021-08-19 22:05:16,8.257731958762887,31.46067415730337,4
37,37,V37335728,V11338,10963,2021-08-19 22:14:26,"(52.4965667, 13.3797841)",0.09,162.0,0.72,0.98,550.0,29.0,2021-08-19 22:05:16,6.414545454545455,29.591836734693878,4
38,38,V37335728,V11338,10963,2021-08-19 22:17:08,"(52.4973807, 13.379841)",0.09,162.0,0.72,1.07,712.0,30.0,2021-08-19 22:05:16,5.4101123595505625,28.037383177570092,4
39,39,V37335728,V11338,10963,2021-08-19 22:18:20,"(52.4975217, 13.3798517)",0.02,72.0,0.16,1.09,784.0,30.0,2021-08-19 22:05:16,5.005102040816327,27.52293577981651,4
40,40,V37335728,V11338,10963,2021-08-19 22:18:56,"(52.4976508, 13.3798872)",0.01,36.0,0.09,1.1,820.0,30.0,2021-08-19 22:05:16,4.829268292682928,27.27272727272727,4
41,41,V37335728,V11338,10963,2021-08-19 22:20:44,"(52.4978935, 13.37996)",0.03,108.0,0.24,1.13,928.0,30.0,2021-08-19 22:05:16,4.383620689655172,26.548672566371685,4
42,42,V37335728,V11338,10963,2021-08-19 22:24:20,"(52.4984123, 13.3801224)",0.06,216.0,0.48,1.19,1144.0,30.0,2021-08-19 22:05:16,3.7447552447552446,25.210084033613448,4
43,43,V37335728,V11338,10963,2021-08-19 22:24:30,"(52.4984359, 13.3801299)",0.0,10.0,0.0,1.19,1154.0,30.0,2021-08-19 22:05:16,3.712305025996533,25.210084033613448,4
44,44,V37335728,V11338,10963,2021-08-19 22:24:31,"(52.498528, 13.3801594)",0.01,1.0,1.18,1.2,1155.0,31.0,2021-08-19 22:05:16,3.7402597402597397,25.833333333333336,4
45,45,V37335728,V11338,10963,2021-08-19 22:24:34,"(52.4987352, 13.3802254)",0.02,3.0,2.7,1.22,1158.0,34.0,2021-08-19 22:05:16,3.7927461139896375,27.868852459016395,4
46,46,V37335728,V11338,10963,2021-08-19 22:24:35,"(52.4988205, 13.3802603)",0.01,1.0,1.19,1.23,1159.0,35.0,2021-08-19 22:05:16,3.82053494391717,28.45528455284553,4
47,47,V37335728,V11338,10963,2021-08-19 22:24:38,"(52.4989539, 13.3803159)",0.02,3.0,1.74,1.25,1162.0,37.0,2021-08-19 22:05:16,3.87263339070568,29.6,4
48,48,V37335728,V11338,10963,2021-08-19 22:24:42,"(52.499156, 13.3804002)",0.02,4.0,1.7,1.27,1166.0,39.0,2021-08-19 22:05:16,3.921097770154374,30.708661417322833,4
49,49,V37335728,V11338,10963,2021-08-19 22:24:44,"(52.4992644, 13.3804434)",0.01,2.0,0.65,1.28,1168.0,40.0,2021-08-19 22:05:16,3.945205479452055,31.25,4
50,50,V37335728,V11338,10963,2021-08-19 22:24:46,"(52.499297, 13.3802559)",0.01,2.0,0.48,1.29,1170.0,40.0,2021-08-19 22:05:16,3.9692307692307693,31.007751937984494,4
51,51,V37335728,V11338,10963,2021-08-19 22:24:54,"(52.4993386, 13.3800085)",0.02,8.0,1.08,1.31,1178.0,41.0,2021-08-19 22:05:16,4.003395585738541,31.297709923664122,4
52,52,V37335728,V11338,10963,2021-08-19 22:25:01,"(52.4993905, 13.3797558)",0.02,7.0,1.12,1.33,1185.0,42.0,2021-08-19 22:05:16,4.040506329113924,31.57894736842105,4
53,53,V37335728,V11338,10963,2021-08-19 22:25:05,"(52.4994291, 13.3795543)",0.01,4.0,0.6,1.34,1189.0,43.0,2021-08-19 22:05:16,4.0571909167367535,32.08955223880597,4
54,54,V37335728,V11338,10963,2021-08-19 22:25:20,"(52.4995736, 13.3791651)",0.03,15.0,1.77,1.37,1204.0,45.0,2021-08-19 22:05:16,4.096345514950166,32.84671532846715,4
55,55,V37335728,V11338,10963,2021-08-19 22:25:27,"(52.4996368, 13.379005)",0.01,7.0,0.53,1.38,1211.0,46.0,2021-08-19 22:05:16,4.102394715111478,33.333333333333336,4
56,56,V37335728,V11338,10963,2021-08-19 22:25:41,"(52.4997457, 13.3788124)",0.02,14.0,0.8,1.4,1225.0,47.0,2021-08-19 22:05:16,4.114285714285714,33.57142857142858,4
57,57,V37335728,V11338,10963,2021-08-19 22:26:03,"(52.4999355, 13.3785374)",0.03,22.0,1.29,1.43,1247.0,48.0,2021-08-19 22:05:16,4.1283079390537285,33.56643356643357,4
58,58,V37335728,V11338,10963,2021-08-19 22:26:21,"(52.5000803, 13.3783676)",0.02,18.0,0.7,1.45,1265.0,49.0,2021-08-19 22:05:16,4.126482213438735,33.793103448275865,4
59,59,V37335728,V11338,10963,2021-08-19 22:26:45,"(52.5002291, 13.3782305)",0.02,24.0,0.64,1.47,1289.0,50.0,2021-08-19 22:05:16,4.1055081458494955,34.013605442176875,4
60,60,V37335728,V11338,10963,2021-08-19 22:27:39,"(52.50049, 13.3780489)",0.03,54.0,1.02,1.5,1343.0,51.0,2021-08-19 22:05:16,4.020848845867461,34.0,4
61,61,V37335728,V11338,10963,2021-08-19 22:28:33,"(52.5007298, 13.3778819)",0.03,54.0,0.9,1.53,1397.0,52.0,2021-08-19 22:05:16,3.942734430923407,33.98692810457516,4
62,62,V37335728,V11338,10963,2021-08-19 22:30:21,"(52.5012533, 13.3775243)",0.06,108.0,1.8,1.59,1505.0,54.0,2021-08-19 22:05:16,3.803322259136213,33.9622641509434,4
63,63,V37335728,V11338,10963,2021-08-19 22:30:39,"(52.5013726, 13.3774416)",0.01,18.0,0.26,1.6,1523.0,54.0,2021-08-19 22:05:16,3.7820091923834536,33.75,4
64,64,V37335728,V11338,10963,2021-08-19 22:32:27,"(52.5015656, 13.3772484)",0.03,108.0,0.66,1.63,1631.0,55.0,2021-08-19 22:05:16,3.5977927651747392,33.74233128834356,4
65,65,V37335728,V11338,10963,2021-08-19 22:34:15,"(52.5018262, 13.3770035)",0.03,108.0,0.45,1.66,1739.0,55.0,2021-08-19 22:05:16,3.4364577343300744,33.13253012048193,4
66,66,V37335728,V11338,10963,2021-08-19 22:34:25,"(52.5018617, 13.3769701)",0.0,10.0,0.0,1.66,1749.0,55.0,2021-08-19 22:05:16,3.416809605488851,33.13253012048193,4
67,67,V37335728,V11338,10963,2021-08-19 22:34:26,"(52.5019477, 13.3768893)",0.01,1.0,1.21,1.67,1750.0,56.0,2021-08-19 22:05:16,3.4354285714285715,33.53293413173653,4
68,68,V37335728,V11338,10785,2021-08-19 22:34:27,"(52.5020183, 13.3768128)",0.01,1.0,0.88,1.68,1751.0,57.0,2021-08-19 22:05:16,3.454026270702456,33.92857142857143,4
69,69,V37335728,V11338,10785,2021-08-19 22:34:29,"(52.5020972, 13.3767273)",0.01,2.0,0.84,1.69,1753.0,58.0,2021-08-19 22:05:16,3.47062179121506,34.319526627218934,4
70,70,V37335728,V11338,10785,2021-08-19 22:34:33,"(52.5022726, 13.3765372)",0.02,4.0,1.48,1.71,1757.0,59.0,2021-08-19 22:05:16,3.5036994877632326,34.50292397660819,4
71,71,V37335728,V11338,10785,2021-08-19 22:34:40,"(52.5024016, 13.3763341)",0.02,7.0,1.68,1.73,1764.0,61.0,2021-08-19 22:05:16,3.5306122448979593,35.26011560693642,4
72,72,V37335728,V11338,10785,2021-08-19 22:34:49,"(52.5025247, 13.3761196)",0.02,9.0,1.22,1.75,1773.0,62.0,2021-08-19 22:05:16,3.553299492385787,35.42857142857143,4
73,73,V37335728,V11338,10785,2021-08-19 22:34:59,"(52.5026162, 13.3759195)",0.02,10.0,0.88,1.77,1783.0,63.0,2021-08-19 22:05:16,3.5737521031968593,35.59322033898305,4
74,74,V37335728,V11338,10785,2021-08-19 22:35:13,"(52.5027016, 13.3757036)",0.02,14.0,0.86,1.79,1797.0,64.0,2021-08-19 22:05:16,3.585976627712855,35.754189944134076,4
75,75,V37335728,V11338,10785,2021-08-19 22:35:40,"(52.5028671, 13.375287)",0.03,27.0,1.02,1.82,1824.0,65.0,2021-08-19 22:05:16,3.592105263157895,35.714285714285715,4
76,76,V37335728,V11338,10785,2021-08-19 22:35:49,"(52.5029442, 13.3751112)",0.01,9.0,0.39,1.83,1833.0,65.0,2021-08-19 22:05:16,3.594108019639935,35.51912568306011,4
77,77,V37335728,V11338,10963,2021-08-19 22:35:58,"(52.503023, 13.3749373)",0.01,9.0,0.42,1.84,1842.0,65.0,2021-08-19 22:05:16,3.596091205211727,35.326086956521735,4
78,78,V37335728,V11338,10963,2021-08-19 22:36:10,"(52.5030683, 13.3748328)",0.01,12.0,0.41,1.85,1854.0,65.0,2021-08-19 22:05:16,3.592233009708738,35.13513513513514,4
79,79,V37335728,V11338,10963,2021-08-19 22:36:34,"(52.5031907, 13.3745686)",0.02,24.0,0.6,1.87,1878.0,66.0,2021-08-19 22:05:16,3.5846645367412138,35.29411764705882,4
80,80,V37335728,V11338,10963,2021-08-19 22:37:10,"(52.503329, 13.3743401)",0.02,36.0,0.66,1.89,1914.0,67.0,2021-08-19 22:05:16,3.554858934169279,35.44973544973545,4
81,81,V37335728,V11338,10963,2021-08-19 22:37:46,"(52.5033794, 13.3742583)",0.01,36.0,0.36,1.9,1950.0,67.0,2021-08-19 22:05:16,3.5076923076923077,35.26315789473684,4
82,82,V37335728,V11338,10963,2021-08-19 22:39:34,"(52.5036194, 13.3739524)",0.03,108.0,0.78,1.93,2058.0,68.0,2021-08-19 22:05:16,3.376093294460641,35.23316062176166,4
83,83,V37335728,V11338,10785,2021-08-19 22:43:46,"(52.504195, 13.3734313)",0.07,252.0,1.61,2.0,2310.0,70.0,2021-08-19 22:05:16,3.1168831168831166,35.0,4
84,84,V37335728,V11338,10785,2021-08-19 22:46:10,"(52.5045093, 13.3731078)",0.04,144.0,0.8,2.04,2454.0,71.0,2021-08-19 22:05:16,2.9926650366748166,34.80392156862745,4
85,85,V37335728,V11338,10785,2021-08-19 22:48:34,"(52.5048107, 13.3726824)",0.04,144.0,0.76,2.08,2598.0,72.0,2021-08-19 22:05:16,2.8822170900692847,34.61538461538461,4
86,86,V37335728,V11338,10785,2021-08-19 22:50:58,"(52.5050438, 13.372228)",0.04,144.0,0.76,2.12,2742.0,73.0,2021-08-19 22:05:16,2.7833698030634575,34.43396226415094,4
87,87,V37335728,V11338,10785,2021-08-19 22:51:34,"(52.5050733, 13.372162)",0.01,36.0,0.13,2.13,2778.0,73.0,2021-08-19 22:05:16,2.760259179265659,34.27230046948357,4
88,88,V37335728,V11338,10785,2021-08-19 22:52:10,"(52.5051068, 13.37208)",0.01,36.0,0.13,2.14,2814.0,73.0,2021-08-19 22:05:16,2.7377398720682304,34.112149532710276,4
89,89,V37335728,V11338,10785,2021-08-19 22:52:46,"(52.5051959, 13.3721385)",0.01,36.0,0.15,2.15,2850.0,73.0,2021-08-19 22:05:16,2.7157894736842105,33.95348837209303,4
90,90,V37335728,V11338,10785,2021-08-19 22:53:22,"(52.5052442, 13.3721501)",0.01,36.0,0.13,2.16,2886.0,73.0,2021-08-19 22:05:16,2.6943866943866945,33.7962962962963,4
91,91,V37335728,V11338,10785,2021-08-19 22:59:22,"(52.5061468, 13.3723671)",0.1,360.0,1.2,2.26,3246.0,74.0,2021-08-19 22:05:16,2.506469500924214,32.74336283185841,4
92,92,V37335728,V11338,10785,2021-08-19 22:59:30,"(52.5061774, 13.3723749)",0.0,8.0,0.0,2.26,3254.0,74.0,2021-08-19 22:05:16,2.5003073140749845,32.74336283185841,4
93,93,V37335728,V11338,10785,2021-08-19 22:59:34,"(52.5065415, 13.372477)",0.04,4.0,4.96,2.3,3258.0,79.0,2021-08-19 22:05:16,2.541436464088398,34.34782608695652,4
94,94,V37335728,V11338,10785,2021-08-19 22:59:36,"(52.5067586, 13.3725316)",0.02,2.0,2.86,2.32,3260.0,82.0,2021-08-19 22:05:16,2.561963190184049,35.3448275862069,4
95,95,V37335728,V11338,10785,2021-08-19 22:59:39,"(52.5069324, 13.3725495)",0.02,3.0,2.08,2.34,3263.0,84.0,2021-08-19 22:05:16,2.5816733067729083,35.8974358974359,4
96,96,V37335728,V11338,10785,2021-08-19 22:59:41,"(52.5070799, 13.3725466)",0.02,2.0,2.4,2.36,3265.0,86.0,2021-08-19 22:05:16,2.602143950995406,36.440677966101696,4
97,97,V37335728,V11338,10785,2021-08-19 22:59:44,"(52.5072364, 13.3725291)",0.02,3.0,2.5,2.38,3268.0,88.0,2021-08-19 22:05:16,2.621787025703794,36.97478991596639,4
98,98,V37335728,V11338,10785,2021-08-19 22:59:49,"(52.5074798, 13.3724728)",0.03,5.0,4.14,2.41,3273.0,92.0,2021-08-19 22:05:16,2.650779101741522,38.17427385892116,4
99,99,V37335728,V11338,10785,2021-08-19 22:59:54,"(52.5076619, 13.372414)",0.02,5.0,2.76,2.43,3278.0,95.0,2021-08-19 22:05:16,2.668700427089689,39.09465020576131,4
100,100,V37335728,V11338,10785,2021-08-19 22:59:57,"(52.5077085, 13.3723989)",0.01,3.0,1.01,2.44,3281.0,96.0,2021-08-19 22:05:16,2.677232551051509,39.34426229508197,4
101,101,V37335728,V11338,10785,2021-08-19 23:00:03,"(52.5079001, 13.3723317)",0.02,6.0,1.88,2.46,3287.0,98.0,2021-08-19 22:05:16,2.694250076057195,39.83739837398374,4
102,102,V37335728,V11338,10785,2021-08-19 23:00:30,"(52.5086572, 13.3721027)",0.09,27.0,6.12,2.55,3314.0,104.0,2021-08-19 22:05:16,2.7700663850331924,40.7843137254902,4
103,103,V37335728,V11338,10785,2021-08-19 23:00:46,"(52.5089734, 13.372005)",0.04,16.0,2.4,2.59,3330.0,106.0,2021-08-19 22:05:16,2.8,40.92664092664093,4
104,104,V37335728,V11338,10785,2021-08-19 23:01:06,"(52.5093797, 13.3718722)",0.05,20.0,2.7,2.64,3350.0,109.0,2021-08-19 22:05:16,2.8370149253731345,41.28787878787879,4
105,105,V37335728,V11338,10785,2021-08-19 23:01:35,"(52.5097473, 13.3717521)",0.04,29.0,1.96,2.68,3379.0,111.0,2021-08-19 22:05:16,2.8552826279964485,41.417910447761194,4
106,106,V37335728,V11338,10785,2021-08-19 23:02:38,"(52.5103413, 13.3715644)",0.07,63.0,2.59,2.75,3442.0,114.0,2021-08-19 22:05:16,2.8762347472399767,41.45454545454545,4
107,107,V37335728,V11338,10785,2021-08-19 23:03:02,"(52.5105494, 13.3715008)",0.02,24.0,0.82,2.77,3466.0,115.0,2021-08-19 22:05:16,2.8770917484131564,41.51624548736462,4
108,108,V37335728,V11338,10785,2021-08-19 23:04:14,"(52.5108959, 13.3713974)",0.04,72.0,1.24,2.81,3538.0,116.0,2021-08-19 22:05:16,2.8592425098925944,41.281138790035584,4
109,109,V37335728,V11338,10785,2021-08-19 23:05:26,"(52.5112415, 13.3712897)",0.04,72.0,1.32,2.85,3610.0,117.0,2021-08-19 22:05:16,2.8421052631578947,41.05263157894737,4
110,110,V37335728,V11338,10785,2021-08-19 23:07:14,"(52.5117667, 13.371124)",0.06,108.0,2.16,2.91,3718.0,119.0,2021-08-19 22:05:16,2.8176438945669715,40.893470790378004,4
111,111,V37335728,V11338,10785,2021-08-19 23:08:08,"(52.5119859, 13.3710369)",0.03,54.0,0.78,2.94,3772.0,120.0,2021-08-19 22:05:16,2.8059384941675507,40.816326530612244,4
112,112,V37335728,V11338,10785,2021-08-19 23:08:44,"(52.5121892, 13.3709493)",0.02,36.0,0.42,2.96,3808.0,120.0,2021-08-19 22:05:16,2.7983193277310927,40.54054054054054,4
113,113,V37335728,V11338,10785,2021-08-19 23:14:44,"(52.5130804, 13.3705685)",0.1,360.0,2.1,3.06,4168.0,122.0,2021-08-19 22:05:16,2.6429942418426102,39.869281045751634,4
114,114,V37335728,V11338,10785,2021-08-19 23:16:32,"(52.5133253, 13.3704325)",0.03,108.0,0.57,3.09,4276.0,123.0,2021-08-19 22:05:16,2.601496725912067,39.80582524271845,4
115,115,V37335728,V11338,10785,2021-08-19 23:18:20,"(52.5135789, 13.3702815)",0.03,108.0,0.48,3.12,4384.0,123.0,2021-08-19 22:05:16,2.5620437956204385,39.42307692307692,4
116,116,V37335728,V11338,10785,2021-08-19 23:20:44,"(52.5139403, 13.3701464)",0.04,144.0,0.64,3.16,4528.0,124.0,2021-08-19 22:05:16,2.512367491166078,39.24050632911392,4
117,117,V37335728,V11338,10785,2021-08-19 23:21:56,"(52.5141477, 13.37008)",0.02,72.0,0.32,3.18,4600.0,124.0,2021-08-19 22:05:16,2.488695652173913,38.9937106918239,4
118,118,V37335728,V11338,10785,2021-08-19 23:23:08,"(52.5143264, 13.3700431)",0.02,72.0,0.3,3.2,4672.0,124.0,2021-08-19 22:05:16,2.4657534246575343,38.75,4
119,119,V37335728,V11338,10785,2021-08-19 23:24:20,"(52.5145058, 13.3700103)",0.02,72.0,0.34,3.22,4744.0,124.0,2021-08-19 22:05:16,2.443507588532884,38.50931677018633,4
120,120,V37335728,V11338,10785,2021-08-19 23:27:20,"(52.5149514, 13.3699644)",0.05,180.0,0.7,3.27,4924.0,125.0,2021-08-19 22:05:16,2.3907392363931765,38.2262996941896,4
121,121,V37335728,V11338,10785,2021-08-19 23:28:32,"(52.5151441, 13.3699538)",0.02,72.0,0.32,3.29,4996.0,125.0,2021-08-19 22:05:16,2.3706965572457968,37.993920972644375,4
122,122,V37335728,V11338,10785,2021-08-19 23:32:08,"(52.5156676, 13.3699554)",0.06,216.0,0.72,3.35,5212.0,126.0,2021-08-19 22:05:16,2.3138910207214125,37.61194029850746,4
123,123,V37335728,V11338,10785,2021-08-19 23:33:20,"(52.5158567, 13.3699749)",0.02,72.0,0.24,3.37,5284.0,126.0,2021-08-19 22:05:16,2.295987887963664,37.388724035608305,4
124,124,V37335728,V11338,10557,2021-08-19 23:34:32,"(52.51604, 13.3700097)",0.02,72.0,0.22,3.39,5356.0,126.0,2021-08-19 22:05:16,2.2785660941000745,37.16814159292035,4
125,125,V37335728,V11338,10557,2021-08-19 23:35:44,"(52.5162424, 13.3700624)",0.02,72.0,0.2,3.41,5428.0,126.0,2021-08-19 22:05:16,2.2616064848931465,36.95014662756598,4
126,126,V37335728,V11338,10557,2021-08-19 23:38:08,"(52.5166261, 13.3701806)",0.04,144.0,0.44,3.45,5572.0,126.0,2021-08-19 22:05:16,2.2290021536252693,36.52173913043478,4
127,127,V37335728,V11338,10557,2021-08-19 23:41:44,"(52.5171326, 13.370382)",0.06,216.0,0.66,3.51,5788.0,127.0,2021-08-19 22:05:16,2.1831375259156873,36.182336182336186,4
128,128,V37335728,V11338,10557,2021-08-19 23:45:20,"(52.5176559, 13.3706329)",0.06,216.0,0.66,3.57,6004.0,128.0,2021-08-19 22:05:16,2.140572951365756,35.85434173669468,4
129,129,V37335728,V11338,10557,2021-08-19 23:52:32,"(52.5186925, 13.3712092)",0.12,432.0,1.2,3.69,6436.0,129.0,2021-08-19 22:05:16,2.0640149160969545,34.959349593495936,4
130,130,V37335728,V11338,10557,2021-08-20 00:00:56,"(52.5198442, 13.371861)",0.14,504.0,0.98,3.83,6940.0,130.0,2021-08-19 22:05:16,1.986743515850144,33.94255874673629,4
131,131,V37335728,V11338,10557,2021-08-20 00:01:32,"(52.5199309, 13.3719014)",0.01,36.0,0.06,3.84,6976.0,130.0,2021-08-19 22:05:16,1.9816513761467889,33.85416666666667,4
132,132,V37335728,V11338,10557,2021-08-20 00:02:44,"(52.5201302, 13.3719652)",0.02,72.0,0.1,3.86,7048.0,130.0,2021-08-19 22:05:16,1.9716231555051078,33.67875647668394,4
133,133,V37335728,V11338,10557,2021-08-20 00:03:56,"(52.5202836, 13.3719794)",0.02,72.0,0.08,3.88,7120.0,130.0,2021-08-19 22:05:16,1.9617977528089887,33.50515463917526,4
134,134,V37335728,V11338,10557,2021-08-20 00:05:08,"(52.5204928, 13.371982)",0.02,72.0,0.1,3.9,7192.0,130.0,2021-08-19 22:05:16,1.9521690767519466,33.333333333333336,4
135,135,V37335728,V11338,10557,2021-08-20 00:05:44,"(52.520622, 13.3719749)",0.01,36.0,0.06,3.91,7228.0,130.0,2021-08-19 22:05:16,1.9474266740453792,33.248081841432224,4
136,136,V37335728,V11338,10557,2021-08-20 00:06:20,"(52.5207207, 13.3719565)",0.01,36.0,0.07,3.92,7264.0,130.0,2021-08-19 22:05:16,1.9427312775330394,33.16326530612245,4
